t_s,TAS_m_s,ref_m_s,thrust_N,err_m_s
35.0,78.09424432440156,77.1666,3642.142333984375,-0.9276443244015553
35.1,78.10536807773634,77.1666,3633.794921875,-0.9387680777363414
35.2,78.11619155794837,77.1666,3625.567138671875,-0.9495915579483665
35.300000000000004,78.12671933708998,77.1666,3617.4521484375,-0.9601193370899779
35.4,78.13695575067408,77.1666,3609.450439453125,-0.9703557506740736
35.5,78.14690514252675,77.1666,3601.564208984375,-0.9803051425267455
35.6,78.15657192177807,77.1666,3593.7890625,-0.9899719217780643
35.7,78.1659603427388,77.1666,3586.122802734375,-0.9993603427387967
35.800000000000004,78.17507457850573,77.1666,3578.57080078125,-1.0084745785057265
35.9,78.18391897366132,77.1666,3571.119873046875,-1.0173189736613182
36.0,78.19249742473473,77.1666,3563.7822265625,-1.0258974247347226
36.1,78.20081422836219,77.1666,3556.54736328125,-1.0342142283621882
36.2,78.20887332280083,77.1666,3549.41796875,-1.042273322800824
36.300000000000004,78.21667872855771,77.1666,3542.3857421875,-1.0500787285577076
36.4,78.22423418158995,77.1666,3535.46240234375,-1.0576341815899468
36.5,78.23154380191076,77.1666,3528.637451171875,-1.0649438019107578
36.6,78.23861135143132,77.1666,3521.91357421875,-1.072011351431314
36.7,78.24544067459195,77.1666,3515.286865234375,-1.0788406745919445
36.800000000000004,78.25203547821275,77.1666,3508.75341796875,-1.0854354782127444
36.9,78.25839933174869,77.1666,3502.320556640625,-1.091799331748689
37.0,78.26453604231335,77.1666,3495.98291015625,-1.09793604231335
37.1,78.27044923054845,77.1666,3489.73681640625,-1.1038492305484482
37.2,78.27614238800649,77.1666,3483.579833984375,-1.1095423880064885
37.300000000000004,78.28161891812705,77.1666,3477.522705078125,-1.1150189181270491
37.4,78.28688257634295,77.1666,3471.55029296875,-1.1202825763429445
37.5,78.29193660578233,77.1666,3465.66552734375,-1.1253366057823229
37.6,78.29678434115016,77.1666,3459.8740234375,-1.130184341150155
37.7,78.30142929815655,77.1666,3454.16650390625,-1.1348292981565464
37.800000000000004,78.30587467617644,77.1666,3448.54443359375,-1.1392746761764414
37.9,78.31012371733436,77.1666,3443.009033203125,-1.1435237173343609
38.0,78.31417969826379,77.1666,3437.560791015625,-1.1475796982637831
38.1,78.31804590558916,77.1666,3432.190673828125,-1.1514459055891564
38.2,78.32172531815982,77.1666,3426.90576171875,-1.1551253181598184
38.300000000000004,78.32522114535601,77.1666,3421.700927734375,-1.1586211453560082
38.400000000000006,78.32853641927221,77.1666,3416.573486328125,-1.1619364192722088
38.5,78.3316740765289,77.1666,3411.52880859375,-1.1650740765288958
38.6,78.33463722730778,77.1666,3406.5576171875,-1.168037227307778
38.7,78.3374286661767,77.1666,3401.6708984375,-1.1708286661767033
38.800000000000004,78.34005154891388,77.1666,3396.8544921875,-1.1734515489138744
38.900000000000006,78.34250855263869,77.1666,3392.115478515625,-1.1759085526386883
39.0,78.3448025855452,77.1666,3387.44873046875,-1.1782025855451934
39.1,78.34693637908647,77.1666,3382.85595703125,-1.1803363790864694
39.2,78.34891271643568,77.1666,3378.33740234375,-1.1823127164356748
39.300000000000004,78.35073438349629,77.1666,3373.89306640625,-1.1841343834962856
